"","rspdnum","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
"784",784,"L","A","C",9999,3,"TN",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,3,3,3,4,4,4,1,4,4,4,4,4,4,999,999,999,1,5,5,5,5,3,4,4,4,1,2,2,1,10,7,NA,5,4,1,1,5,1,"11/13/2017 6:16:37",0.275
"785",785,"L","B","C",9999,2,"NY",1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,2,2,2,2,3,3,3,1,2,3,3,3,999,999,999,3,2,2,4,4,2,98,3,2,2,2,3,1,1,6,NA,4,98,2,3,6,2,"11/13/2017 7:02:11",1.04
"786",786,"L","B","C",9999,3,"TX",2,2,1,1,1,NA,1,1,NA,4,1,1,1,2,1,NA,NA,NA,1,1,2,4,1,4,1,2,98,1,1,1,4,999,999,999,5,1,1,98,5,1,2,4,1,4,1,4,4,2,1,2,5,1,3,4,6,1,"11/13/2017 7:12:33",0.405
"787",787,"L","A","C",9999,4,"CA",4,5,1,1,2,NA,2,2,NA,10,3,3,2,3,2,NA,NA,NA,3,3,3,4,4,4,4,4,4,2,4,3,3,999,999,999,1,5,5,5,5,5,4,4,4,1,2,2,1,1,NA,NA,5,4,2,3,NA,2,"11/13/2017 7:15:42",0.69
"788",788,"L","B","C",9999,4,"SC",2,5,1,2,1,NA,1,1,NA,2,2,3,1,2,2,NA,NA,NA,1,1,1,1,2,2,4,98,2,98,1,1,2,999,999,999,4,1,1,1,1,1,2,2,1,1,2,4,98,1,1,2,5,1,3,4,4,1,"11/13/2017 7:20:20",0.28
"789",789,"L","A","C",9999,4,"NC",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,98,98,98,98,98,98,98,98,98,98,999,999,999,98,98,1,98,98,98,98,98,98,98,98,4,1,10,6,NA,1,3,4,4,1,2,"11/13/2017 7:27:48",0.92
"790",790,"L","B","C",9999,4,"NC",2,2,1,1,1,NA,1,1,NA,3,1,1,1,4,1,NA,NA,NA,1,1,1,1,1,98,1,4,1,98,1,1,98,999,999,999,5,98,1,5,5,1,1,4,1,4,98,4,3,1,1,1,3,98,2,4,4,2,"11/13/2017 7:44:56",0.85
"791",791,"L","A","C",9999,1,"AL",2,5,1,1,1,NA,2,1,"SCIENTIFIC EVIDENCE",4,1,1,1,2,2,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,999,999,999,4,5,2,2,4,2,2,4,3,3,2,3,2,1,7,NA,3,1,4,4,3,1,"11/13/2017 7:47:02",1.22
"792",792,"L","B","C",9999,NA,"WI",3,5,1,1,3,1,1,1,"EVIDENCE OF CO2 POLLUTION",4,1,1,4,2,2,NA,NA,NA,1,2,1,1,1,4,4,3,1,2,1,1,1,999,999,999,5,3,1,98,5,5,4,4,1,98,1,4,1,2,6,NA,4,1,3,4,3,1,"11/13/2017 7:54:00",0.9
"793",793,"L","A","C",9999,3,"MS",2,3,1,2,1,NA,1,1,"MELTING OF ICE CAPS",1,1,1,2,2,2,NA,NA,NA,1,2,2,1,1,2,2,98,1,4,2,1,4,999,999,999,4,1,1,2,4,1,98,4,1,4,1,4,2,1,3,NA,5,1,3,4,3,1,"11/13/2017 7:55:00",0.485
"794",794,"L","B","C",9999,4,"WA",4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,2,3,3,1,98,1,2,98,4,3,999,999,999,3,5,1,4,98,1,NA,2,98,4,1,3,2,1,2,NA,3,2,2,2,4,2,"11/13/2017 7:57:47",0.85
"795",795,"L","A","C",9999,1,"SD",3,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,98,2,98,4,98,1,98,98,3,98,999,999,999,3,3,2,4,4,2,98,3,98,98,2,3,1,10,7,NA,2,NA,NA,98,NA,2,"11/13/2017 7:58:48",1.91
"796",796,"L","B","C",9999,4,"FL",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,3,1,1,4,4,1,1,1,4,4,1,999,999,999,1,4,1,1,5,1,4,4,2,4,4,1,1,2,1,1,2,NA,NA,4,NA,2,"11/13/2017 8:05:11",1.52
"797",797,"L","A","C",9999,4,"CA",4,5,1,2,3,98,1,1,"NEWS REPORTS",6,2,3,2,4,3,NA,NA,NA,1,1,3,2,98,4,4,98,2,98,2,2,98,999,999,999,4,2,3,4,4,4,98,4,3,4,2,98,5,1,6,NA,5,4,98,3,5,1,"11/13/2017 8:06:11",0.35
"798",798,"L","B","C",9999,4,"GA",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,1,4,4,1,98,4,1,1,4,1,999,999,999,2,5,5,5,5,1,4,4,98,1,4,1,1,1,1,2,5,3,1,2,NA,1,"11/13/2017 8:08:31",0.35
"799",799,"L","A","C",9999,3,"FL",2,2,1,1,3,1,1,1,NA,3,1,1,1,2,1,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,4,999,999,999,5,1,3,2,5,1,2,4,1,1,1,4,6,1,3,NA,5,1,4,4,6,2,"11/13/2017 8:12:35",0.525
"800",800,"L","B","C",9999,3,"NJ",1,3,1,1,3,1,1,1,"2 AUTUMNS OF UNUSALLY WARM WEATHER",2,1,2,1,2,1,NA,NA,NA,2,2,2,2,1,2,1,1,1,2,2,1,4,999,999,999,4,2,1,2,2,1,2,3,1,4,2,4,5,1,6,NA,4,1,5,4,5,2,"11/13/2017 8:25:59",0.695
"801",801,"L","A","C",9999,4,"IL",3,1,1,1,3,1,1,1,NA,1,1,2,1,2,1,NA,NA,NA,1,1,1,98,1,98,98,98,98,98,1,98,98,999,999,999,5,98,1,98,5,1,98,4,1,4,1,2,98,2,1,2,3,1,3,4,5,2,"11/13/2017 8:35:18",1.14
"802",802,"L","B","C",9999,3,"NC",2,98,1,1,1,NA,1,1,"LOOKING AT PUBLISHED PAPERS",4,1,3,3,1,1,NA,NA,NA,1,1,1,3,2,2,2,98,2,3,2,2,3,999,999,999,5,2,2,2,2,3,3,3,2,3,2,3,6,1,7,NA,5,4,4,4,6,2,"11/13/2017 8:40:27",0.525
"803",803,"L","A","C",9999,4,"CT",1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,2,2,1,1,4,1,1,1,2,1,4,98,999,999,999,2,5,1,5,5,2,1,2,2,1,1,NA,1,1,2,NA,4,2,1,2,5,1,"11/13/2017 8:42:16",0.35
"804",804,"L","B","C",9999,NA,"PA",1,2,1,1,1,NA,1,1,"EVIDENCE OF CO2 FROM FOSSIL FUELS CAUSING HARM TO THE ATMOSPHERE",4,1,4,2,3,4,NA,NA,NA,1,1,1,4,1,4,3,4,1,98,1,2,3,999,999,999,5,1,1,2,5,4,4,4,1,4,2,4,1,1,6,NA,4,1,4,4,NA,2,"11/13/2017 8:52:11",0.89
"805",805,"L","A","C",9999,3,"CA",4,5,1,1,3,3,1,1,"CAN SEE THE WEATHER CHANGES FROM DAY TO DAY",2,1,2,1,3,2,NA,NA,NA,1,1,1,1,2,4,98,2,2,2,2,2,2,999,999,999,4,3,2,4,5,2,98,3,2,3,2,3,1,2,1,1,3,1,3,4,1,2,"11/13/2017 8:54:12",1.295
"806",806,"L","B","C",9999,2,"FL",2,5,1,1,1,NA,1,2,"SCIENCE",4,1,2,2,3,1,NA,NA,NA,2,2,3,1,3,2,2,2,1,1,3,2,2,999,999,999,3,2,1,2,5,1,3,4,1,4,1,4,2,1,1,2,3,4,3,3,2,1,"11/13/2017 9:07:15",1.24
"807",807,"C","B","C",9999,3,"NY",1,5,1,2,1,NA,1,1,"THE WEATHER GETTING WARMER",2,1,2,1,1,3,NA,NA,NA,1,1,1,1,2,2,2,2,2,98,2,2,98,999,999,999,3,2,2,2,2,2,2,3,2,2,2,3,2,1,98,NA,4,1,4,4,NA,2,"11/14/2017 5:02:21",0.695
"808",808,"C","A","C",9999,1,"PA",1,2,1,1,1,NA,1,1,"SCIENTIFIC LITERATURE",4,1,1,1,1,1,NA,NA,NA,1,1,1,3,3,3,3,3,3,3,2,2,3,999,999,999,5,1,1,1,2,1,98,4,1,4,1,4,5,1,7,NA,3,4,4,4,6,1,"11/14/2017 5:07:19",0.92
"809",809,"C","B","C",9999,1,"AZ",4,1,1,1,1,NA,1,1,"THE RESPONSE OF ECOSYSTEMS TO THE TEMPERATURE",10,1,2,1,2,2,NA,NA,NA,1,2,2,1,2,2,2,2,1,2,2,1,3,999,999,999,3,2,1,2,4,1,98,3,1,4,1,4,5,10,1,1,4,4,3,4,4,2,"11/14/2017 5:10:26",1.05
"810",810,"C","A","C",9999,4,"TX",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,98,4,4,2,4,4,98,999,999,999,3,5,5,5,5,1,2,3,4,98,1,4,1,1,1,2,4,4,3,3,6,1,"11/14/2017 5:10:35",0.18
"811",811,"C","B","C",9999,3,"MI",3,98,1,1,1,NA,1,1,"NEWS AND FRIENDS INFORMATION",6,1,2,1,1,1,NA,NA,NA,1,1,1,3,1,1,3,1,1,2,1,1,4,999,999,999,4,1,1,2,2,1,1,4,1,4,2,4,3,10,NA,NA,3,4,5,4,NA,2,"11/14/2017 5:14:14",0.845
"812",812,"C","A","C",9999,1,"AZ",4,2,1,2,1,NA,1,1,"HOTTER AND NO WATER",2,3,1,2,4,1,NA,NA,NA,1,1,1,1,3,4,1,2,2,98,3,1,3,999,999,999,1,2,1,4,4,2,3,3,2,1,1,4,1,10,6,NA,2,2,4,3,2,2,"11/14/2017 5:15:39",2.05
"813",813,"C","B","C",9999,4,"TX",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,98,4,1,4,1,1,4,4,4,999,999,999,2,5,5,5,5,2,4,4,4,98,4,2,1,1,1,2,4,2,1,2,3,1,"11/14/2017 5:23:50",0.48
"814",814,"C","A","C",9999,3,"VA",2,2,1,2,2,NA,2,2,"SEEMS LIKE IT HAS BEEN GETTING HOTTER",2,2,2,2,2,2,NA,NA,NA,2,2,3,2,2,4,3,2,2,2,2,3,98,999,999,999,3,4,4,4,4,98,2,98,2,NA,NA,NA,NA,1,1,1,2,4,1,2,3,2,"11/14/2017 5:29:39",1.435
"815",815,"C","B","C",9999,1,"LA",2,2,1,1,98,NA,1,1,"POPULATION",8,4,1,3,1,3,NA,NA,NA,1,1,1,1,1,1,98,1,98,1,1,1,4,999,999,999,5,98,1,1,1,1,1,4,1,98,98,98,98,2,NA,NA,3,1,4,3,1,2,"11/14/2017 5:32:58",1.8
"816",816,"C","A","C",9999,3,"VT",1,4,1,1,1,NA,1,1,"MANS GARBAGE",8,1,2,1,3,2,NA,NA,NA,1,1,1,4,1,2,4,1,1,98,4,4,1,999,999,999,5,1,1,5,5,1,4,4,3,4,1,4,1,1,1,2,5,4,3,4,NA,2,"11/14/2017 5:39:14",0.695
"817",817,"C","B","C",9999,3,"FL",2,1,1,1,1,NA,1,1,"EVERYDAY OBSERVANCE",2,1,1,4,3,3,NA,NA,NA,1,1,1,2,2,3,3,2,3,1,2,1,1,999,999,999,5,98,2,4,4,4,2,3,2,3,98,3,3,1,3,NA,4,1,2,4,5,2,"11/14/2017 5:52:38",0.695
"818",818,"C","B","C",9999,3,"MN",3,2,1,1,1,NA,1,1,"FACTS",4,1,1,1,2,2,NA,NA,NA,1,1,1,2,2,2,98,2,2,2,2,2,3,999,999,999,5,2,2,2,2,2,98,3,2,3,2,3,6,1,NA,NA,4,1,5,4,NA,1,"11/14/2017 5:57:45",0.355
"819",819,"C","B","C",9999,NA,"MD",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,2,4,4,4,2,4,1,4,4,4,999,999,999,2,5,1,5,5,2,4,4,1,4,4,4,2,2,1,2,4,2,1,2,NA,2,"11/14/2017 6:04:14",1.11
"820",820,"C","A","C",9999,3,"CA",4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,2,1,2,4,1,1,4,1,3,4,1,999,999,999,3,2,5,5,5,2,2,4,2,98,2,4,1,1,2,NA,4,4,3,3,6,1,"11/14/2017 6:04:18",0.185
"821",821,"C","B","D",9999,1,"TN",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,2,2,2,1,4,3,2,4,2,2,2,3,999,999,999,3,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,3,98,2,3,5,2,"11/14/2017 6:04:57",1.43
"822",822,"C","B","C",9999,2,"TN",2,1,1,2,2,NA,1,1,NA,3,2,2,2,2,2,NA,NA,NA,1,1,1,2,2,2,2,2,2,3,2,2,2,999,999,999,1,2,2,2,3,2,2,2,2,3,2,2,2,2,6,NA,4,1,2,4,5,2,"11/14/2017 6:07:58",1.43
"823",823,"C","A","D",9999,2,"TX",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,2,2,98,1,4,4,4,1,1,4,4,4,999,999,999,1,3,1,5,5,5,4,2,2,1,1,3,5,1,1,2,3,2,2,2,5,2,"11/14/2017 6:10:07",1.44
"824",824,"C","A","D",9999,3,"PA",1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,3,1,4,4,1,4,4,1,4,4,1,999,999,999,1,5,5,5,5,5,2,2,4,1,3,98,1,1,6,NA,4,2,1,2,3,1,"11/14/2017 6:12:49",0.485
"825",825,"C","A","D",9999,2,"CA",4,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,4,1,1,98,1,1,98,4,999,999,999,3,5,5,5,1,1,98,4,1,98,1,4,3,10,6,NA,5,98,4,4,NA,2,"11/14/2017 6:18:23",1.13
"826",826,"C","B","D",9999,3,"FL",2,2,1,1,1,NA,1,1,NA,3,2,2,1,3,1,NA,NA,NA,1,1,1,2,2,2,2,2,2,98,2,2,2,999,999,999,5,4,2,2,3,2,2,3,3,2,3,2,1,10,2,NA,2,1,3,4,NA,2,"11/14/2017 6:22:48",1.225
"827",827,"C","A","D",9999,1,"TX",2,1,1,1,1,NA,1,1,"WEATHER CHANGES",3,1,1,1,1,1,NA,NA,NA,2,2,2,1,1,2,2,3,1,2,2,2,2,999,999,999,5,1,1,2,2,1,2,4,1,4,2,4,3,9,1,2,2,4,1,2,3,1,"11/14/2017 6:24:33",3.2
"828",828,"C","B","D",9999,4,"IL",3,5,1,1,1,NA,1,1,"NOT SURE",10,1,1,1,2,2,NA,NA,NA,1,1,1,1,1,4,3,2,1,4,2,2,1,999,999,999,4,5,1,5,5,1,98,4,4,4,2,4,1,2,1,2,2,1,4,4,2,1,"11/14/2017 6:26:18",1.32
"829",829,"C","A","D",9999,2,"TX",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,2,1,2,4,1,2,4,1,2,4,2,999,999,999,2,5,1,5,5,1,4,4,1,2,2,2,1,10,2,NA,3,4,2,2,4,1,"11/14/2017 6:30:59",0.95
"830",830,"C","B","D",9999,2,"PA",1,4,1,1,1,NA,1,1,"SCIENCE",4,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,2,4,1,1,4,1,1,4,999,999,999,5,1,1,1,2,1,2,4,1,1,1,4,6,1,2,NA,3,4,5,4,2,2,"11/14/2017 6:31:38",1.58
"831",831,"C","A","D",9999,3,"IL",3,5,1,2,2,NA,3,1,NA,2,4,2,4,2,98,NA,NA,NA,1,1,1,2,2,2,2,2,1,3,3,2,3,999,999,999,4,4,1,2,4,4,2,2,98,3,3,3,2,10,NA,NA,3,1,2,4,4,1,"11/14/2017 6:34:38",0.435
"832",832,"C","B","D",9999,1,"SD",3,5,1,1,1,NA,2,1,"SCIENTIFIC RESEARCH",4,4,4,4,4,4,NA,NA,NA,98,2,3,1,1,1,1,1,1,1,1,4,4,999,999,999,3,2,1,2,4,1,1,4,1,1,1,4,4,1,2,NA,4,4,4,4,3,1,"11/14/2017 6:36:47",0.99
"833",833,"C","A","D",9999,1,"DC",2,1,1,1,3,1,1,1,NA,4,1,2,2,1,1,NA,NA,NA,1,1,1,2,1,1,2,1,1,3,2,2,2,999,999,999,5,1,1,1,1,1,98,4,1,4,1,4,6,1,6,NA,3,1,4,4,98,1,"11/14/2017 6:38:40",1.09
"834",834,"C","B","D",9999,4,"NJ",1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,3,4,98,3,4,3,98,3,999,999,999,2,98,1,5,5,3,3,4,3,2,4,4,1,2,6,NA,1,1,2,4,1,2,"11/14/2017 6:46:01",1.22
"835",835,"C","A","D",9999,2,"NJ",1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,98,98,98,98,2,2,98,98,1,98,98,98,98,999,999,999,4,2,1,2,5,98,98,98,2,98,98,98,98,1,1,2,2,4,2,1,NA,1,"11/14/2017 6:47:12",1.48
"836",836,"C","B","D",9999,4,"MD",2,5,1,1,1,NA,1,1,NA,3,1,1,1,1,1,NA,NA,NA,1,1,1,2,1,1,4,1,1,1,1,1,2,999,999,999,4,1,2,2,2,1,4,3,1,1,98,4,4,1,2,NA,2,1,3,4,2,1,"11/14/2017 6:48:04",1.1
"837",837,"C","A","D",9999,3,"MI",3,2,1,2,1,NA,2,1,NA,2,1,2,1,2,2,NA,NA,NA,2,2,2,4,2,2,3,2,1,1,2,3,2,999,999,999,3,2,2,2,4,2,2,4,1,4,2,4,5,1,2,NA,4,4,3,4,3,1,"11/14/2017 6:54:51",0.485
"838",838,"C","B","D",9999,2,"KS",3,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,2,1,4,4,2,1,98,3,3,98,999,999,999,98,5,1,5,2,1,98,2,1,4,1,98,1,1,1,1,5,2,2,3,3,1,"11/14/2017 6:58:45",1
"839",839,"C","A","D",9999,2,"CA",4,1,1,1,1,NA,1,1,"NEWS",6,1,1,1,98,1,NA,NA,NA,1,1,1,4,1,1,4,4,1,4,1,1,4,999,999,999,5,1,1,1,1,1,4,4,1,4,4,1,5,1,7,NA,5,4,5,4,5,1,"11/14/2017 7:00:25",0.87
"840",840,"C","B","D",9999,NA,"CA",4,5,1,2,3,98,2,1,"STUDIES",4,2,2,2,3,3,NA,NA,NA,2,2,2,1,98,2,1,98,98,2,2,1,3,999,999,999,4,4,2,2,4,2,2,3,2,98,2,4,3,10,1,2,3,4,3,4,3,2,"11/14/2017 7:01:25",1.17
"841",841,"C","A","D",9999,4,"MI",3,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,4,4,4,2,4,4,4,4,1,999,999,999,2,5,1,5,5,1,4,98,1,4,4,4,1,2,6,NA,1,1,3,4,1,2,"11/14/2017 7:03:36",1.22
"842",842,"C","B","D",9999,1,"NJ",1,5,1,2,2,NA,2,1,NA,8,1,2,2,2,98,NA,NA,NA,1,1,1,1,4,1,4,98,1,4,1,4,1,999,999,999,4,3,1,2,5,1,1,4,98,1,1,4,3,5,5,NA,5,98,3,3,4,2,"11/14/2017 7:31:36",1.69
"843",843,"C","A","D",9999,2,"VA",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,3,4,4,4,2,2,1,4,4,4,1,999,999,999,2,5,1,5,5,1,4,4,4,4,4,1,1,1,6,NA,3,NA,NA,2,1,1,"11/14/2017 7:32:55",1.25
"844",844,"C","B","D",9999,2,"MN",3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,3,2,2,3,2,3,2,3,4,3,2,999,999,999,2,4,2,2,4,2,2,2,4,2,1,2,2,1,2,NA,2,2,3,2,NA,2,"11/14/2017 7:36:10",1.82
"845",845,"C","A","D",9999,3,"TX",2,5,1,1,1,NA,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,2,3,98,1,4,4,2,2,4,1,1,1,999,999,999,4,5,5,5,5,1,1,4,1,98,98,4,1,2,1,2,5,1,3,4,6,2,"11/14/2017 7:36:16",0.745
"846",846,"C","B","D",9999,3,"TX",2,5,1,2,98,NA,2,98,NA,2,2,2,2,3,2,NA,NA,NA,2,2,2,2,2,4,3,98,3,2,3,NA,NA,999,999,999,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,1,1,1,1,3,2,2,2,6,1,"11/14/2017 7:46:26",0.415
"847",847,"C","A","D",9999,1,"CA",4,1,1,1,3,1,1,1,NA,4,1,2,1,4,1,NA,NA,NA,1,2,2,4,98,4,1,98,1,98,1,1,4,999,999,999,5,1,1,2,5,98,1,4,1,4,2,98,98,1,7,NA,3,1,5,4,NA,1,"11/14/2017 7:49:40",1.09
"848",848,"C","B","D",9999,4,"NC",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1,2,4,2,2,3,98,3,4,1,999,999,999,2,5,5,5,5,3,98,4,4,1,1,2,1,1,2,NA,3,4,1,1,2,2,"11/14/2017 7:50:49",1.06
"849",849,"C","A","D",9999,4,"SD",3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,1,2,2,2,3,3,2,3,2,2,3,2,3,999,999,999,1,4,2,4,4,2,3,2,2,2,2,2,3,1,2,NA,5,2,1,1,5,1,"11/14/2017 8:12:17",0.35
"850",850,"C","B","D",9999,3,"WA",4,1,1,1,1,NA,1,1,NA,4,1,1,1,98,1,NA,NA,NA,1,1,2,4,1,2,4,4,1,3,1,1,4,999,999,999,5,1,1,1,3,1,4,4,1,4,4,4,3,1,7,NA,3,4,5,4,2,2,"11/14/2017 8:17:01",1.065
"851",851,"L","A","C",9999,4,"ME",1,2,1,2,2,NA,3,2,"NOT SURE",10,4,3,98,2,3,NA,NA,NA,2,2,2,1,2,2,98,1,1,98,1,98,1,999,999,999,3,5,1,98,5,1,1,98,2,4,98,4,98,1,2,NA,2,4,1,3,2,1,"11/14/2017 8:25:53",1.1
"852",852,"L","B","C",9999,3,"KY",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1,3,4,2,2,1,1,2,2,1,999,999,999,98,5,1,5,5,5,2,1,2,2,98,2,3,1,6,NA,5,2,3,3,5,2,"11/14/2017 8:41:33",0.695
"853",853,"L","A","C",9999,4,"VA",2,3,1,2,1,NA,4,2,NA,3,1,4,1,1,4,NA,NA,NA,3,3,3,3,98,4,1,1,1,1,3,4,4,999,999,999,3,1,5,5,5,3,1,3,1,98,4,1,3,1,2,NA,3,2,1,1,3,1,"11/14/2017 8:44:20",0.71
"854",854,"L","B","C",9999,2,"GA",2,1,1,1,1,NA,1,1,NA,2,1,1,2,1,2,NA,NA,NA,2,3,2,2,2,3,2,2,1,2,2,2,2,999,999,999,3,98,1,2,3,2,98,2,2,2,2,3,2,9,2,NA,3,1,2,3,2,1,"11/14/2017 8:48:49",2.84
"855",855,"L","B","C",9999,1,"NY",1,4,1,2,1,NA,1,1,NA,5,1,2,1,3,98,NA,NA,NA,2,2,2,1,1,2,98,1,1,98,1,2,98,999,999,999,5,1,1,98,5,1,2,4,1,98,98,2,3,1,2,NA,2,1,3,2,4,2,"11/14/2017 9:03:34",1.74
"856",856,"L","A","C",9999,3,"FL",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,2,2,2,2,3,3,2,3,2,98,3,3,3,999,999,999,3,4,5,2,4,2,4,3,2,4,3,1,4,1,NA,NA,4,4,2,2,6,1,"11/14/2017 9:05:12",0.185
"857",857,"L","A","C",9999,3,"FL",2,5,1,1,2,NA,1,2,"PATTERNS OF THE WEATHER",3,98,1,4,1,1,NA,NA,NA,3,3,3,4,1,1,4,4,1,1,2,2,3,999,999,999,1,98,4,5,5,2,98,4,4,4,4,2,1,1,1,2,2,4,2,3,NA,2,"11/15/2017 5:41:28",1.305
"858",858,"L","B","C",9999,2,"FL",2,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,98,3,2,2,98,2,98,1,98,3,3,3,999,999,999,3,3,1,2,4,3,3,3,3,2,2,3,3,1,2,NA,4,2,3,2,3,2,"11/15/2017 5:45:22",1.34
"859",859,"L","A","C",9999,4,"CT",1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,2,4,4,1,2,1,2,4,4,2,999,999,999,1,4,2,4,5,98,4,4,1,98,2,4,1,1,1,2,2,4,3,2,1,1,"11/15/2017 6:00:24",1.11
"860",860,"L","B","C",9999,3,"TN",2,1,1,2,2,NA,2,2,"HOTTER AND EARTHQUAKES",2,2,2,2,2,1,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,3,2,4,999,999,999,4,3,1,1,3,1,2,3,1,4,1,4,4,1,6,NA,3,1,3,2,2,2,"11/15/2017 6:24:36",1.065
"861",861,"L","A","C",9999,4,"AR",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"NOT SURE",9,1,1,1,2,2,3,3,3,2,2,2,2,4,999,999,999,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,1,3,4,NA,2,"11/15/2017 6:38:46",1.3
"862",862,"L","B","C",9999,4,"KY",2,5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,1,98,98,1,98,4,4,4,999,999,999,2,5,2,5,5,1,98,2,2,98,1,1,1,1,1,1,3,2,1,1,NA,2,"11/15/2017 6:46:10",0.92
"863",863,"L","A","C",9999,4,"AL",2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,3,2,4,4,1,98,2,4,98,4,1,999,999,999,1,5,5,5,5,1,98,1,4,98,4,1,1,10,98,NA,5,3,3,1,6,1,"11/15/2017 6:48:59",0.28
"864",864,"L","B","C",9999,3,"NJ",1,5,1,1,1,NA,1,1,"STRONGER HURRICANES, ICECAPS",3,1,1,1,2,1,NA,NA,NA,1,1,2,4,1,2,4,4,1,1,1,1,2,999,999,999,5,1,1,4,5,1,4,4,1,4,2,4,2,1,NA,NA,4,1,3,3,6,1,"11/15/2017 6:50:01",0.185
